"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Robin Lehner","ROBIN.LEHNER","8475215","14-15","OTT","G","L",1991-07-24,23,2009,2,46,25,1471.55,74.37,791.62,1067.91,63.12,90.61,93.04,94.09,-1.05,-6.86,-11.25
"Robin Lehner","ROBIN.LEHNER","8475215","15-16","BUF","G","L",1991-07-24,24,2009,2,46,21,1164.08,48.73,642.41,870.47,47.3,92.41,94.4,94.57,-0.16,6,-1.43
"Robin Lehner","ROBIN.LEHNER","8475215","16-17","BUF","G","L",1991-07-24,25,2009,2,46,59,3405.47,152.98,1928.66,2586.16,144.75,92.07,94.08,94.4,-0.32,13.76,-8.23
"Robin Lehner","ROBIN.LEHNER","8475215","17-18","BUF","G","L",1991-07-24,26,2009,2,46,53,2852.02,143.35,1580.67,2138.81,126.69,90.93,93.3,94.08,-0.78,-4.71,-16.66
"Robin Lehner","ROBIN.LEHNER","8475215","18-19","NYI","G","L",1991-07-24,27,2009,2,46,46,2615.82,92.17,1305.48,1797.44,111.07,92.94,94.87,93.82,1.05,25.52,18.9
"Robin Lehner","ROBIN.LEHNER","8475215","19-20","CHI/VGK","G","L",1991-07-24,28,2009,2,46,36,2054.95,98.32,1222.49,1534.06,103.24,91.96,93.59,93.27,0.32,12.14,4.92
"Robin Lehner","ROBIN.LEHNER","8475215","20-21","VGK","G","L",1991-07-24,29,2009,2,46,19,1155.32,44.29,502.36,719.63,49.64,91.18,93.85,93.1,0.74,1.94,5.35
"Robin Lehner","ROBIN.LEHNER","8475215","21-22","VGK","G","L",1991-07-24,30,2009,2,46,44,2546.65,120.79,1291.01,1716.16,130.6,90.64,92.96,92.39,0.57,-0.97,9.81
"Roman will","ROMAN.WILL","8477914","15-16","COL","G","L",1992-05-22,23,2010,NA,NA,1,18.47,0.99,3.25,4.37,0.29,69.54,77.35,93.36,-16.02,-0.72,-0.7
"Ryan Miller","RYAN.MILLER","8468011","07-08","BUF","G","L",1980-07-17,27,1999,5,138,75,4413.77,196.59,2086.2,2854.3,169.86,90.58,93.11,94.05,-0.94,-6.66,-26.73
"Ryan Miller","RYAN.MILLER","8468011","08-09","BUF","G","L",1980-07-17,28,1999,5,138,59,3443.25,144.19,1750.55,2412.96,138.21,91.76,94.02,94.27,-0.25,15.98,-5.98
"Ryan Miller","RYAN.MILLER","8468011","09-10","BUF","G","L",1980-07-17,29,1999,5,138,69,4047.38,149.61,2081.39,2860.06,174.69,92.81,94.77,93.89,0.88,35.04,25.08
"Ryan Miller","RYAN.MILLER","8468011","10-11","BUF","G","L",1980-07-17,30,1999,5,138,66,3829.3,164.31,1953.51,2698.1,161.96,91.59,93.91,94,-0.09,6.1,-2.35
"Ryan Miller","RYAN.MILLER","8468011","11-12","BUF","G","L",1980-07-17,31,1999,5,138,61,3536.42,149.7,1773.46,2424.03,147.48,91.56,93.82,93.92,-0.09,3.79,-2.22
"Ryan Miller","RYAN.MILLER","8468011","12-13","BUF","G","L",1980-07-17,32,1999,5,138,40,2302.23,108.52,1280.75,1759.61,112.16,91.53,93.83,93.63,0.21,4.29,3.64
"Ryan Miller","RYAN.MILLER","8468011","13-14","BUF/STL","G","L",1980-07-17,33,1999,5,138,59,3500.28,156.8,1939.57,2656.44,156.31,91.92,94.1,94.12,-0.02,9.98,-0.49
"Ryan Miller","RYAN.MILLER","8468011","14-15","VAN","G","L",1980-07-17,34,1999,5,138,45,2541.47,108.07,1186.48,1666.11,104.82,90.89,93.51,93.71,-0.2,-6.89,-3.25
"Ryan Miller","RYAN.MILLER","8468011","15-16","VAN","G","L",1980-07-17,35,1999,5,138,51,3043.45,136.92,1636.2,2193.99,143.41,91.63,93.76,93.46,0.3,2.48,6.49
"Ryan Miller","RYAN.MILLER","8468011","16-17","VAN","G","L",1980-07-17,36,1999,5,138,54,3211.75,151.75,1775.54,2363.52,148.71,91.45,93.58,93.71,-0.13,1.75,-3.04
"Ryan Miller","RYAN.MILLER","8468011","17-18","ANA","G","L",1980-07-17,37,1999,5,138,28,1353.27,51.35,722.87,999.17,66.44,92.9,94.86,93.35,1.51,12.05,15.09
"Ryan Miller","RYAN.MILLER","8468011","18-19","ANA","G","L",1980-07-17,38,1999,5,138,20,1108.8,51.17,579.44,814.91,53.61,91.17,93.72,93.42,0.3,1.07,2.44
"Ryan Miller","RYAN.MILLER","8468011","19-20","ANA","G","L",1980-07-17,39,1999,5,138,23,1235.82,61.06,675.73,924.23,60.99,90.96,93.39,93.4,-0.01,0,-0.07
"Ryan Miller","RYAN.MILLER","8468011","20-21","ANA","G","L",1980-07-17,40,1999,5,138,16,870.92,50.85,441.65,611.79,40.37,88.49,91.69,93.4,-1.71,-10.2,-10.48
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","18-19","FLA","G","L",1996-10-30,21,2015,3,77,11,591.4,29.91,284.94,408.38,26.9,89.5,92.68,93.41,-0.74,-4.22,-3.01
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","19-20","FLA","G","L",1996-10-30,22,2015,3,77,14,700.75,39.06,370.44,510.75,29.27,89.46,92.35,94.27,-1.92,-5.59,-9.79
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","21-22","MTL","G","L",1996-10-30,24,2015,3,77,38,1942.77,122.23,1150,1541.53,107.71,89.37,92.07,93.01,-0.94,-15.5,-14.52
"Sami Aittokallio","SAMI.AITTOKALLIO","8475824","12-13","COL","G","L",1992-08-06,20,2010,4,107,1,49.33,1.92,25.6,39.62,2.24,92.5,95.15,94.35,0.81,0.33,0.32
"Sami Aittokallio","SAMI.AITTOKALLIO","8475824","13-14","COL","G","L",1992-08-06,21,2010,4,107,1,40,2.92,17.79,28.57,1.92,83.59,89.78,93.28,-3.5,-1.39,-1
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","07-08","TOR","G","L",1977-07-23,30,1997,8,215,3,154.33,10.07,63.4,104.2,6.54,84.12,90.34,93.72,-3.39,-4.29,-3.53
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","08-09","N.J","G","L",1977-07-23,31,1997,8,215,40,2356.32,93.62,1129.36,1522.44,89.16,91.71,93.85,94.14,-0.29,9.71,-4.46
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","09-10","FLA","G","L",1977-07-23,32,1997,8,215,23,1215.35,58.54,666.99,917.1,53.84,91.22,93.62,94.13,-0.51,0.63,-4.7
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","10-11","FLA","G","L",1977-07-23,33,1997,8,215,31,1695.98,73.75,855.91,1246.57,70.09,91.38,94.08,94.38,-0.29,0.92,-3.66
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","11-12","FLA","G","L",1977-07-23,34,1997,8,215,30,1565.87,67.08,772.02,1046.15,58.92,91.31,93.59,94.37,-0.78,-0.26,-8.16
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","12-13","FLA","G","L",1977-07-23,35,1997,8,215,19,866.42,53.55,437.37,616.13,42.38,87.76,91.31,93.12,-1.81,-15.02,-11.17
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","13-14","FLA","G","L",1977-07-23,36,1997,8,215,17,914.18,46.72,461.35,634.29,39.41,89.87,92.63,93.79,-1.15,-7.05,-7.31
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","14-15","N.J","G","L",1977-07-23,37,1997,8,215,3,101.58,7.84,51.96,66.83,5.79,84.91,88.27,91.34,-3.07,-3.41,-2.05
"Scott Darling","SCOTT.DARLING","8474152","14-15","CHI","G","L",1988-12-22,25,2007,6,153,14,832.52,25.73,406.67,544.08,35.22,93.67,95.27,93.53,1.74,8.95,9.49
"Scott Darling","SCOTT.DARLING","8474152","15-16","CHI","G","L",1988-12-22,26,2007,6,153,29,1560.02,66.2,779.06,1061.92,64.85,91.5,93.77,93.89,-0.13,0.18,-1.35
"Scott Darling","SCOTT.DARLING","8474152","16-17","CHI","G","L",1988-12-22,27,2007,6,153,32,1688.58,66.73,871.55,1136.78,73.88,92.34,94.13,93.5,0.63,8.62,7.15
"Scott Darling","SCOTT.DARLING","8474152","17-18","CAR","G","L",1988-12-22,28,2007,6,153,43,2475.12,129.93,1180.9,1680.56,106.77,89,92.27,93.65,-1.38,-26.35,-23.16
"Scott Darling","SCOTT.DARLING","8474152","18-19","CAR","G","L",1988-12-22,29,2007,6,153,8,485.57,27.45,239.47,344.25,23.66,88.54,92.03,93.13,-1.1,-5.86,-3.79
"Scott Foster","SCOTT.FOSTER","8479138","17-18","CHI","G","L",1982-01-17,35,2000,NA,NA,1,14.02,0,6.5,10.16,0.49,100,100,95.18,4.82,0.57,0.49
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","15-16","N.J","G","L",1992-08-14,23,2010,3,84,4,240.75,4.78,113.82,156.42,9.85,95.8,96.94,93.7,3.24,4.92,5.07
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","17-18","ARI","G","L",1992-08-14,25,2010,3,84,20,1096.5,63.35,593.66,886.91,53.41,89.33,92.86,93.98,-1.12,-11.28,-9.94
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","20-21","N.J","G","L",1992-08-14,28,2010,3,84,16,888.03,46.38,467.99,630.01,40.87,90.09,92.64,93.51,-0.87,-3.31,-5.51
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","21-22","ARI/DAL/N.J","G","L",1992-08-14,29,2010,3,84,37,2104.79,110.82,1248.57,1693.48,113.63,91.12,93.46,93.29,0.17,5.07,2.81
"Sebastien Caron","SEBASTIEN.CARON","8467959","11-12","T.B","G","L",1980-06-25,31,1999,3,86,3,134.67,6.93,58.33,81.43,5.12,88.12,91.49,93.71,-2.22,-1.88,-1.81
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","08-09","WSH","G","L",1988-04-27,20,2006,1,23,6,328.55,12.79,151.77,205.81,15.32,91.57,93.79,92.56,1.23,1.1,2.53
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","09-10","WSH","G","L",1988-04-27,21,2006,1,23,26,1527.42,63.12,699.04,994.05,60.85,90.97,93.65,93.88,-0.23,-1.11,-2.27
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","10-11","WSH","G","L",1988-04-27,22,2006,1,23,27,1559.9,57.85,760.38,1087.83,68.82,92.39,94.68,93.67,1.01,8.48,10.97
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","11-12","COL","G","L",1988-04-27,23,2006,1,23,53,3151.35,135.04,1567.91,2186.66,133.97,91.39,93.82,93.87,-0.05,0.65,-1.07
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","12-13","COL","G","L",1988-04-27,24,2006,1,23,35,1949.53,98.27,1039.96,1475.14,95.68,90.55,93.34,93.51,-0.18,-6.67,-2.59
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","13-14","COL","G","L",1988-04-27,25,2006,1,23,63,3639.47,147.36,2001.43,2749.11,166.9,92.64,94.64,93.93,0.71,24.74,19.54
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","14-15","COL","G","L",1988-04-27,26,2006,1,23,57,3306.83,139.82,1792.93,2532.3,156.14,92.2,94.48,93.83,0.64,13.07,16.32
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","15-16","COL","G","L",1988-04-27,27,2006,1,23,57,3159.28,150.22,1723.05,2407.7,146.15,91.28,93.76,93.93,-0.17,-3.42,-4.07
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","16-17","COL","G","L",1988-04-27,28,2006,1,23,24,1347.78,77.49,769.85,1012.21,60.89,89.93,92.34,93.98,-1.64,-10.93,-16.6
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","17-18","COL","G","L",1988-04-27,29,2006,1,23,51,2860.93,127.15,1586.16,2204.16,132.88,91.98,94.23,93.97,0.26,11.97,5.73
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","18-19","COL","G","L",1988-04-27,30,2006,1,23,49,2839.2,137,1491,2010.5,128.28,90.81,93.19,93.62,-0.43,-2.59,-8.72
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","19-20","NYI","G","L",1988-04-27,31,2006,1,23,45,2515.33,110.55,1276.21,1851.93,111.88,91.34,94.03,93.96,0.07,4.77,1.33
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","20-21","NYI","G","L",1988-04-27,32,2006,1,23,36,2116.1,71.39,1014.16,1411.68,81.21,92.96,94.94,94.25,0.7,21.94,9.82
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","21-22","NYI","G","L",1988-04-27,33,2006,1,23,31,1792.28,88.62,1001.6,1344.28,92.32,91.15,93.41,93.13,0.28,4.34,3.7
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","10-11","PHI","G","L",1988-09-20,21,2007,NA,NA,54,3017.37,130.03,1499.55,2089.28,141.91,91.33,93.78,93.21,0.57,0.77,11.88
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","11-12","PHI","G","L",1988-09-20,22,2007,NA,NA,29,1550.03,78.87,769.92,1092.25,77.39,89.76,92.78,92.91,-0.14,-12.24,-1.48
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","12-13","CBJ","G","L",1988-09-20,23,2007,NA,NA,38,2218.95,73.33,1083.34,1462.39,83.95,93.23,94.99,94.26,0.73,22.09,10.62
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","13-14","CBJ","G","L",1988-09-20,24,2007,NA,NA,58,3299.43,130.76,1679.13,2208.8,128.39,92.21,94.08,94.19,-0.11,13.63,-2.37
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","14-15","CBJ","G","L",1988-09-20,25,2007,NA,NA,51,2994.2,135.04,1641.39,2207.32,128.91,91.77,93.88,94.16,-0.28,4.93,-6.13
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","15-16","CBJ","G","L",1988-09-20,26,2007,NA,NA,37,2116.35,99.16,1054.98,1444.14,90.8,90.6,93.13,93.71,-0.58,-9.27,-8.36
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","16-17","CBJ","G","L",1988-09-20,27,2007,NA,NA,63,3707.07,126.43,1839.27,2536.4,171.53,93.13,95.02,93.24,1.78,32.58,45.1
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","17-18","CBJ","G","L",1988-09-20,28,2007,NA,NA,65,3911.47,157.1,1977.3,2708.7,179.41,92.05,94.2,93.38,0.82,16.33,22.31
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","18-19","CBJ","G","L",1988-09-20,29,2007,NA,NA,62,3556.23,153.86,1733.12,2390.76,151.02,91.12,93.56,93.68,-0.12,2.38,-2.84
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","19-20","FLA","G","L",1988-09-20,30,2007,NA,NA,50,2805.78,151,1499.38,2019.25,137.54,89.93,92.52,93.19,-0.67,-15.51,-13.46
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","20-21","FLA","G","L",1988-09-20,31,2007,NA,NA,31,1814.87,87.19,920.55,1182.28,77.22,90.53,92.63,93.47,-0.84,-2.47,-9.97
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","21-22","FLA","G","L",1988-09-20,32,2007,NA,NA,54,3082.03,137.64,1549.02,2023.85,149.78,91.11,93.2,92.6,0.6,6.12,12.14
"Spencer Knight","SPENCER.KNIGHT","8481519","20-21","FLA","G","L",2001-04-19,19,2019,1,13,4,206.9,7.97,95.77,114.77,6.48,91.68,93.06,94.35,-1.3,0.84,-1.49
"Spencer Knight","SPENCER.KNIGHT","8481519","21-22","FLA","G","L",2001-04-19,20,2019,1,13,32,1739.9,80.25,859.26,1141.71,78.53,90.66,92.97,93.12,-0.15,-0.5,-1.72
"Spencer Martin","SPENCER.MARTIN","8477484","16-17","COL","G","L",1995-06-08,21,2013,3,63,3,179.43,13.15,101.44,137.52,8.87,87.04,90.44,93.55,-3.11,-4.38,-4.28
"Spencer Martin","SPENCER.MARTIN","8477484","21-22","VAN","G","L",1995-06-08,26,2013,3,63,6,378.35,10.96,214.02,296.68,22.31,94.88,96.31,92.48,3.83,8.9,11.35
"Steve Mason","STEVE.MASON","8473461","08-09","CBJ","G","R",1988-05-29,20,2006,3,69,61,3661.63,140.45,1655.83,2277.51,139.69,91.52,93.83,93.87,-0.03,11.05,-0.76
"Steve Mason","STEVE.MASON","8473461","09-10","CBJ","G","R",1988-05-29,21,2006,3,69,57,3141.93,163.65,1625.9,2196.07,132.05,89.93,92.55,93.99,-1.44,-19.41,-31.6
"Steve Mason","STEVE.MASON","8473461","10-11","CBJ","G","R",1988-05-29,22,2006,3,69,54,3026.5,154.29,1560.35,2084.32,131.67,90.11,92.6,93.68,-1.09,-18.18,-22.62
"Steve Mason","STEVE.MASON","8473461","11-12","CBJ","G","R",1988-05-29,23,2006,3,69,46,2533.68,145.3,1369.85,1761.48,100.71,89.39,91.75,94.28,-2.53,-26.75,-44.59
"Steve Mason","STEVE.MASON","8473461","12-13","CBJ/PHI","G","R",1988-05-29,24,2006,3,69,20,1090.14,46.02,555.31,741.26,43.19,91.71,93.79,94.17,-0.38,2.9,-2.83
"Steve Mason","STEVE.MASON","8473461","13-14","PHI","G","R",1988-05-29,25,2006,3,69,61,3485.6,145.25,1742.65,2353.26,139.29,91.66,93.83,94.08,-0.25,4.6,-5.96
"Steve Mason","STEVE.MASON","8473461","14-15","PHI","G","R",1988-05-29,26,2006,3,69,51,2885.38,108.24,1499.14,2038.4,124.73,92.78,94.69,93.88,0.81,19.6,16.49
"Steve Mason","STEVE.MASON","8473461","15-16","PHI","G","R",1988-05-29,27,2006,3,69,54,3150.43,131.6,1612.71,2172.06,140.53,91.84,93.94,93.53,0.41,5.8,8.93
"Steve Mason","STEVE.MASON","8473461","16-17","PHI","G","R",1988-05-29,28,2006,3,69,58,3224.53,143.28,1554.74,2164.41,140.14,90.78,93.38,93.53,-0.15,-8.86,-3.14
"Steve Mason","STEVE.MASON","8473461","17-18","WPG","G","R",1988-05-29,29,2006,3,69,13,684.88,36.52,382.9,522.97,33.7,90.46,93.02,93.56,-0.54,-2.94,-2.82
"Steve Valiquette","STEVE.VALIQUETTE","8465161","07-08","NYR","G","L",1977-08-20,30,1996,8,190,13,685.1,24.92,288.4,378.87,23.78,91.36,93.42,93.72,-0.3,1.34,-1.14
"Steve Valiquette","STEVE.VALIQUETTE","8465161","08-09","NYR","G","L",1977-08-20,31,1996,8,190,15,823.08,37.43,415.72,576.81,40.95,91,93.51,92.9,0.61,0.6,3.52
"Steve Valiquette","STEVE.VALIQUETTE","8465161","09-10","NYR","G","L",1977-08-20,32,1996,8,190,6,304.82,18.89,127.32,188.21,14.09,85.16,89.96,92.51,-2.55,-7.59,-4.8
"Stuart Skinner","STUART.SKINNER","8479973","20-21","EDM","G","L",1998-11-01,21,2017,3,78,1,59.68,5.05,35.24,47.25,3.69,85.67,89.31,92.19,-2.88,-1.81,-1.36
"Stuart Skinner","STUART.SKINNER","8479973","21-22","EDM","G","L",1998-11-01,22,2017,3,78,13,734.15,31.82,366.73,475.77,32.83,91.32,93.31,93.1,0.21,2.22,1.01
"Thatcher Demko","THATCHER.DEMKO","8477967","17-18","VAN","G","L",1995-12-08,21,2014,2,36,1,61.35,4.02,30.64,43.99,2.49,86.88,90.86,94.34,-3.48,-1.33,-1.53
"Thatcher Demko","THATCHER.DEMKO","8477967","18-19","VAN","G","L",1995-12-08,22,2014,2,36,9,534.15,25.13,300.11,407.57,23.81,91.63,93.83,94.16,-0.32,1.92,-1.32
"Thatcher Demko","THATCHER.DEMKO","8477967","19-20","VAN","G","L",1995-12-08,23,2014,2,36,27,1529.05,77.39,824.04,1097.45,75.46,90.61,92.95,93.12,-0.18,-2.93,-1.93
"Thatcher Demko","THATCHER.DEMKO","8477967","20-21","VAN","G","L",1995-12-08,24,2014,2,36,35,2086.77,100.59,1180.25,1592.95,109.29,91.48,93.69,93.14,0.55,8.03,8.7
"Thatcher Demko","THATCHER.DEMKO","8477967","21-22","VAN","G","L",1995-12-08,25,2014,2,36,64,3700.63,167.64,1967.92,2664.57,174.94,91.48,93.71,93.43,0.27,15.01,7.3
"Thomas Greiss","THOMAS.GREISS","8471306","07-08","S.J","G","L",1986-01-29,21,2004,3,94,3,128.82,6.71,46.69,67.29,3.52,85.63,90.03,94.77,-4.74,-2.46,-3.19
"Thomas Greiss","THOMAS.GREISS","8471306","09-10","S.J","G","L",1986-01-29,23,2004,3,94,15,724.25,32.93,376.6,504.71,35.3,91.26,93.48,93.01,0.47,0.48,2.37
"Thomas Greiss","THOMAS.GREISS","8471306","11-12","S.J","G","L",1986-01-29,25,2004,3,94,19,1042.67,40.03,471.48,613.36,35.25,91.51,93.47,94.25,-0.78,0.78,-4.78
"Thomas Greiss","THOMAS.GREISS","8471306","12-13","S.J","G","L",1986-01-29,26,2004,3,94,6,308.2,12.6,153.71,214.31,12.37,91.8,94.12,94.23,-0.11,0.94,-0.23
"Thomas Greiss","THOMAS.GREISS","8471306","13-14","ARI","G","L",1986-01-29,27,2004,3,94,25,1312.33,49.52,624.73,865.37,51.2,92.07,94.28,94.08,0.19,4.21,1.68
"Thomas Greiss","THOMAS.GREISS","8471306","14-15","PIT","G","L",1986-01-29,28,2004,3,94,20,1159.62,49.06,534.95,714.57,43.24,90.83,93.13,93.95,-0.81,-3.44,-5.82
"Thomas Greiss","THOMAS.GREISS","8471306","15-16","NYI","G","L",1986-01-29,29,2004,3,94,41,2287.32,89.32,1185.58,1613.6,106.83,92.47,94.46,93.38,1.09,11.69,17.51
"Thomas Greiss","THOMAS.GREISS","8471306","16-17","NYI","G","L",1986-01-29,30,2004,3,94,51,2813.28,125.18,1436.57,2062.11,135.04,91.29,93.93,93.45,0.48,-0.99,9.86
"Thomas Greiss","THOMAS.GREISS","8471306","17-18","NYI","G","L",1986-01-29,31,2004,3,94,27,1491.72,94.97,884.05,1198.87,75.54,89.26,92.08,93.7,-1.62,-17.43,-19.43
"Thomas Greiss","THOMAS.GREISS","8471306","18-19","NYI","G","L",1986-01-29,32,2004,3,94,43,2293.65,87.5,1168.37,1598.71,99.17,92.51,94.53,93.8,0.73,17.83,11.67
"Thomas Greiss","THOMAS.GREISS","8471306","19-20","NYI","G","L",1986-01-29,33,2004,3,94,31,1595.22,72.87,832.18,1146.68,70.11,91.24,93.65,93.89,-0.24,2.32,-2.76
"Thomas Greiss","THOMAS.GREISS","8471306","20-21","DET","G","L",1986-01-29,34,2004,3,94,34,1754.53,78.47,903.08,1250.72,72.68,91.31,93.73,94.19,-0.46,4.63,-5.79
"Thomas Greiss","THOMAS.GREISS","8471306","21-22","DET","G","L",1986-01-29,35,2004,3,94,31,1507.73,91.44,852.82,1191.16,77.74,89.28,92.32,93.47,-1.15,-12.28,-13.7
"Thomas Hodges","THOMAS.HODGES","8480591","21-22","ANA","G","L",1994-07-25,27,2012,NA,NA,1,19.27,0.93,2.82,3.84,0.28,67.02,75.78,92.71,-16.93,-0.67,-0.65
"Tim Thomas","TIM.THOMAS","8460703","07-08","BOS","G","L",1974-04-15,33,1994,9,217,57,3341.98,136.87,1723.71,2250.95,137.25,92.06,93.92,93.9,0.02,20.06,0.38
"Tim Thomas","TIM.THOMAS","8460703","08-09","BOS","G","L",1974-04-15,34,1994,9,217,53,3198.92,111.01,1623.77,2149.01,136.47,93.16,94.83,93.65,1.18,37.56,25.46
"Tim Thomas","TIM.THOMAS","8460703","09-10","BOS","G","L",1974-04-15,35,1994,9,217,43,2441.87,104.28,1227.53,1596.01,93.3,91.5,93.47,94.15,-0.69,4.62,-10.98
"Tim Thomas","TIM.THOMAS","8460703","10-11","BOS","G","L",1974-04-15,36,1994,9,217,57,3363.97,111.52,1772.17,2376.34,142.05,93.71,95.31,94.02,1.28,43.07,30.53
"Tim Thomas","TIM.THOMAS","8460703","11-12","BOS","G","L",1974-04-15,37,1994,9,217,59,3351.48,131.28,1639.95,2171.05,122.05,91.99,93.95,94.38,-0.43,10.66,-9.23
"Tim Thomas","TIM.THOMAS","8460703","13-14","DAL/FLA","G","L",1974-04-15,39,1994,9,217,48,2651.68,128.07,1413.64,1853.1,115.8,90.94,93.09,93.75,-0.66,-6.51,-12.27
"Timo Pielmeier","TIMO.PIELMEIER","8474194","10-11","ANA","G","L",1989-07-07,21,2007,3,83,1,40,4.9,12.56,16.9,1.7,60.99,71.01,89.94,-18.93,-3.8,-3.2
"Tobias Stephan","TOBIAS.STEPHAN","8470266","07-08","DAL","G","L",1984-01-21,23,2002,2,34,1,60.63,1.96,36.93,45.85,2.75,94.69,95.73,94,1.72,1.41,0.79
"Tobias Stephan","TOBIAS.STEPHAN","8470266","08-09","DAL","G","L",1984-01-21,24,2002,2,34,10,437.87,26.55,219.46,281.68,17.99,87.9,90.57,93.61,-3.04,-6.47,-8.56
"Tom McCollum","TOM.MCCOLLUM","8474591","10-11","DET","G","L",1989-12-07,20,2008,1,30,1,14.62,3.33,9.6,10.84,1.2,65.31,69.28,88.93,-19.65,-2.49,-2.13
"Tom McCollum","TOM.MCCOLLUM","8474591","14-15","DET","G","L",1989-12-07,24,2008,1,30,2,65.9,1.01,26.73,41.01,3.09,96.22,97.54,92.47,5.07,1.27,2.08
"Tomas Vokoun","TOMAS.VOKOUN","8460712","07-08","FLA","G","R",1976-07-02,31,1994,9,226,69,4030.62,180.92,2224.49,2985.85,177.74,91.87,93.94,94.05,-0.11,21.6,-3.18
"Tomas Vokoun","TOMAS.VOKOUN","8460712","08-09","FLA","G","R",1976-07-02,32,1994,9,226,59,3324,138.08,1854.53,2559.97,149.61,92.55,94.61,94.16,0.45,31.6,11.53
"Tomas Vokoun","TOMAS.VOKOUN","8460712","09-10","FLA","G","R",1976-07-02,33,1994,9,226,63,3695.02,158.14,2093.45,2855.35,172.5,92.45,94.46,93.96,0.5,27.57,14.36
"Tomas Vokoun","TOMAS.VOKOUN","8460712","10-11","FLA","G","R",1976-07-02,34,1994,9,226,57,3223.87,137.88,1741.67,2339.78,143.3,92.08,94.11,93.88,0.23,14.05,5.42
"Tomas Vokoun","TOMAS.VOKOUN","8460712","11-12","WSH","G","R",1976-07-02,35,1994,9,226,48,2583.08,106.98,1287.81,1793.39,102.86,91.69,94.03,94.26,-0.23,4.47,-4.12
"Tomas Vokoun","TOMAS.VOKOUN","8460712","12-13","PIT","G","R",1976-07-02,36,1994,9,226,20,1028.53,40.88,502.04,685.4,42.18,91.86,94.04,93.85,0.19,3.34,1.3
"Tristan Jarry","TRISTAN.JARRY","8477465","16-17","PIT","G","L",1995-04-29,21,2013,2,44,1,58.75,2.82,24.79,37.79,2.62,88.62,92.54,93.07,-0.53,-0.67,-0.2
"Tristan Jarry","TRISTAN.JARRY","8477465","17-18","PIT","G","L",1995-04-29,22,2013,2,44,26,1363.93,63.04,677.7,920.6,61.23,90.7,93.15,93.35,-0.2,-3.6,-1.81
"Tristan Jarry","TRISTAN.JARRY","8477465","18-19","PIT","G","L",1995-04-29,23,2013,2,44,2,120.05,6.82,61.33,74.11,2.61,88.88,90.8,96.48,-5.68,-1.3,-4.21
"Tristan Jarry","TRISTAN.JARRY","8477465","19-20","PIT","G","L",1995-04-29,24,2013,2,44,33,1924.1,78.25,976.95,1314.76,79.24,91.99,94.05,93.97,0.08,10.03,0.99
"Tristan Jarry","TRISTAN.JARRY","8477465","20-21","PIT","G","L",1995-04-29,25,2013,2,44,39,2183.75,99.05,1085.86,1439.4,90.79,90.88,93.12,93.69,-0.57,0.88,-8.26
