"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"Roberto Luongo","ROBERTO.LUONGO","8466141","10-11","VAN","G","L",1979-04-04,31,1997,1,4,60,3590.1,370.6,1865,396,26.9,6.1,0.1,0.3,33.5,6,11.5
"Roberto Luongo","ROBERTO.LUONGO","8466141","11-12","VAN","G","L",1979-04-04,32,1997,1,4,55,3162.4,282.5,1671,321,20.4,-0.5,-0.2,-0.7,19,3.3,6.1
"Roberto Luongo","ROBERTO.LUONGO","8466141","12-13","VAN","G","L",1979-04-04,33,1997,1,4,20,1196.9,109.5,613,108,2.4,-1.1,0.1,-0.1,1.2,0.2,0.4
"Roberto Luongo","ROBERTO.LUONGO","8466141","13-14","FLA/VAN","G","L",1979-04-04,34,1997,1,4,56,3222.3,273.3,1781,320,11.2,1.1,0,0.4,12.8,2.4,4.5
"Roberto Luongo","ROBERTO.LUONGO","8466141","14-15","FLA","G","L",1979-04-04,35,1997,1,4,61,3528.2,290.5,1886,379,15.4,-2.9,0.2,0.1,12.8,2.4,4.6
"Roberto Luongo","ROBERTO.LUONGO","8466141","15-16","FLA","G","L",1979-04-04,36,1997,1,4,62,3601.8,318.5,1931,384,22.9,-8.9,0,-0.2,13.8,2.7,5.1
"Roberto Luongo","ROBERTO.LUONGO","8466141","16-17","FLA","G","L",1979-04-04,37,1997,1,4,40,2327.6,186.1,1291,227,-1.7,7.2,0,0.6,6,1.1,2.2
"Roberto Luongo","ROBERTO.LUONGO","8466141","17-18","FLA","G","L",1979-04-04,38,1997,1,4,35,1965.9,133.6,1232,197,13,2.7,0.1,-0.1,15.8,3.1,5.9
"Roberto Luongo","ROBERTO.LUONGO","8466141","18-19","FLA","G","L",1979-04-04,39,1997,1,4,43,2346.6,167.7,1429,172,0,4,0.1,0,4.1,0.8,1.4
"Robin Lehner","ROBIN.LEHNER","8475215","10-11","OTT","G","L",1991-07-24,19,2009,2,46,8,340.9,30.3,193,44,-3.7,0,-0.4,-0.1,-4.2,-0.8,-1.4
"Robin Lehner","ROBIN.LEHNER","8475215","11-12","OTT","G","L",1991-07-24,20,2009,2,46,5,299.1,27.5,179,27,5.1,-0.1,0,-0.1,4.9,0.9,1.6
"Robin Lehner","ROBIN.LEHNER","8475215","12-13","OTT","G","L",1991-07-24,21,2009,2,46,12,735.6,64.4,467,73,5.1,3.9,0,0,9,1.7,3.1
"Robin Lehner","ROBIN.LEHNER","8475215","13-14","OTT","G","L",1991-07-24,22,2009,2,46,36,1942.2,206.9,1199,255,2.4,5.3,-0.3,0.1,7.6,1.4,2.7
"Robin Lehner","ROBIN.LEHNER","8475215","14-15","OTT","G","L",1991-07-24,23,2009,2,46,25,1471.6,138.5,855,156,-4,-0.6,0.1,-0.3,-4.9,-0.9,-1.8
"Robin Lehner","ROBIN.LEHNER","8475215","15-16","BUF","G","L",1991-07-24,24,2009,2,46,21,1164.1,101.3,708,122,0.7,3.4,-0.1,0,3.9,0.7,1.4
"Robin Lehner","ROBIN.LEHNER","8475215","16-17","BUF","G","L",1991-07-24,25,2009,2,46,59,3405.5,268.5,2072,386,-2,4.6,-0.2,-0.2,2.3,0.4,0.8
"Robin Lehner","ROBIN.LEHNER","8475215","17-18","BUF","G","L",1991-07-24,26,2009,2,46,53,2852,227.2,1692,303,1.8,2.1,0,-0.4,3.6,0.7,1.3
"Robin Lehner","ROBIN.LEHNER","8475215","18-19","NYI","G","L",1991-07-24,27,2009,2,46,46,2615.8,183.7,1523,226,23.8,3.6,0.2,-0.1,27.4,5.1,9.6
"Robin Lehner","ROBIN.LEHNER","8475215","19-20","CHI/VGK","G","L",1991-07-24,28,2009,2,46,36,2054.9,176.2,1249,223,7.2,7.6,-0.3,-0.2,14.2,2.5,4.9
"Robin Lehner","ROBIN.LEHNER","8475215","20-21","VGK","G","L",1991-07-24,29,2009,2,46,19,959.9,84.4,592,91,8.3,2.6,0.1,0.2,11.2,2,3.7
"Robin Lehner","ROBIN.LEHNER","8475215","21-22","VGK","G","L",1991-07-24,30,2009,2,46,44,2167.6,177.8,1408,229,16.1,2.8,0.1,0.2,19.3,3.4,6.4
"Roman will","ROMAN.WILL","8477914","15-16","COL","G","L",1992-05-22,23,2010,NA,NA,1,18.5,0.2,3,1,0,0,0,0,0,0,0
"Ryan Miller","RYAN.MILLER","8468011","07-08","BUF","G","L",1980-07-17,27,1999,5,138,75,4413.8,494.3,2135,528,-0.2,-0.5,0.2,0,-0.5,-0.1,-0.2
"Ryan Miller","RYAN.MILLER","8468011","08-09","BUF","G","L",1980-07-17,28,1999,5,138,59,3443.2,351.2,1857,479,14.5,4.6,0,0.6,19.7,3.6,6.8
"Ryan Miller","RYAN.MILLER","8468011","09-10","BUF","G","L",1980-07-17,29,1999,5,138,69,4047.4,370.6,2245,437,22.1,12.6,0.1,-0.5,34.4,6.2,12
"Ryan Miller","RYAN.MILLER","8468011","10-11","BUF","G","L",1980-07-17,30,1999,5,138,66,3829.3,378.9,2122,479,13.1,3.7,-0.2,0.9,17.5,3.1,6
"Ryan Miller","RYAN.MILLER","8468011","11-12","BUF","G","L",1980-07-17,31,1999,5,138,61,3536.4,273,2010,340,14.7,-1.2,0.2,0,13.7,2.4,4.4
"Ryan Miller","RYAN.MILLER","8468011","12-13","BUF","G","L",1980-07-17,32,1999,5,138,40,2302.2,229.3,1379,295,15.2,3,0.1,-0.7,17.7,3.3,6.1
"Ryan Miller","RYAN.MILLER","8468011","13-14","BUF/STL","G","L",1980-07-17,33,1999,5,138,59,3500.3,339.9,2052,431,7.1,5.5,0.2,-0.3,12.6,2.4,4.5
"Ryan Miller","RYAN.MILLER","8468011","14-15","VAN","G","L",1980-07-17,34,1999,5,138,45,2541.5,236.6,1369,246,0.1,3.2,0.1,-0.6,2.8,0.5,1
"Ryan Miller","RYAN.MILLER","8468011","15-16","VAN","G","L",1980-07-17,35,1999,5,138,51,3043.4,254.4,1788,307,16,-2.3,0,-0.3,13.3,2.6,4.9
"Ryan Miller","RYAN.MILLER","8468011","16-17","VAN","G","L",1980-07-17,36,1999,5,138,54,3211.8,222,1933,306,11,-4.5,0.2,0,6.7,1.3,2.4
"Ryan Miller","RYAN.MILLER","8468011","17-18","ANA","G","L",1980-07-17,37,1999,5,138,28,1353.3,123.6,796,163,18,-0.3,0.1,-0.2,17.6,3.4,6.5
"Ryan Miller","RYAN.MILLER","8468011","18-19","ANA","G","L",1980-07-17,38,1999,5,138,20,1108.8,112.4,652,122,9.5,-2.6,0.1,0.3,7.2,1.3,2.5
"Ryan Miller","RYAN.MILLER","8468011","19-20","ANA","G","L",1980-07-17,39,1999,5,138,23,1235.8,114.2,752,132,7.4,-2.5,0.1,-0.1,4.8,0.8,1.6
"Ryan Miller","RYAN.MILLER","8468011","20-21","ANA","G","L",1980-07-17,40,1999,5,138,16,745.2,70.9,486,94,-6.8,-0.6,0,-0.1,-7.5,-1.3,-2.5
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","18-19","FLA","G","L",1996-10-30,21,2015,3,77,11,591.4,37.5,347,37,-3.5,-0.3,0,-0.1,-3.8,-0.7,-1.3
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","19-20","FLA","G","L",1996-10-30,22,2015,3,77,14,700.8,46.2,407,68,-7,-1,0,0.3,-7.7,-1.4,-2.6
"Sam Montembeault","SAM.MONTEMBEAULT","8478470","21-22","MTL","G","L",1996-10-30,24,2015,3,77,38,1587,174.2,1193,247,1.9,-0.8,0.1,-0.1,1.1,0.2,0.4
"Sami Aittokallio","SAMI.AITTOKALLIO","8475824","12-13","COL","G","L",1992-08-06,20,2010,4,107,1,49.3,4.6,28,9,0.2,0.1,0,0,0.2,0,0.1
"Sami Aittokallio","SAMI.AITTOKALLIO","8475824","13-14","COL","G","L",1992-08-06,21,2010,4,107,1,40,4,19,8,0.1,0.1,0,0,0.1,0,0
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","07-08","TOR","G","L",1977-07-23,30,1997,8,215,3,154.3,21.3,80,19,-0.8,0,0,0,-0.8,-0.1,-0.3
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","08-09","N.J","G","L",1977-07-23,31,1997,8,215,40,2356.3,241.8,1214,267,13,0.3,0.1,-0.2,13.2,2.4,4.6
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","09-10","FLA","G","L",1977-07-23,32,1997,8,215,23,1215.3,106.2,743,137,-0.5,2.6,0.1,0,2.1,0.4,0.7
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","10-11","FLA","G","L",1977-07-23,33,1997,8,215,31,1696,157,951,204,4.6,2.1,0,-0.6,6.2,1.1,2.1
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","11-12","FLA","G","L",1977-07-23,34,1997,8,215,30,1565.9,99.8,871,139,-0.2,-0.5,0.1,-0.2,-0.9,-0.2,-0.3
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","12-13","FLA","G","L",1977-07-23,35,1997,8,215,19,866.4,82.9,480,97,-11.1,0.5,0,-0.3,-10.8,-2,-3.7
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","13-14","FLA","G","L",1977-07-23,36,1997,8,215,17,914.2,75.6,505,94,3.2,-7.6,0.1,0,-4.4,-0.8,-1.6
"Scott Clemmensen","SCOTT.CLEMMENSEN","8466339","14-15","N.J","G","L",1977-07-23,37,1997,8,215,3,101.6,18.2,45,20,0.5,-0.1,0,0,0.3,0.1,0.1
"Scott Darling","SCOTT.DARLING","8474152","14-15","CHI","G","L",1988-12-22,25,2007,6,153,14,832.5,62.4,443,94,10.3,1.1,0,-0.2,11.2,2.1,4.1
"Scott Darling","SCOTT.DARLING","8474152","15-16","CHI","G","L",1988-12-22,26,2007,6,153,29,1560,108.1,892,142,-0.8,2.1,0.1,-0.3,1.2,0.2,0.4
"Scott Darling","SCOTT.DARLING","8474152","16-17","CHI","G","L",1988-12-22,27,2007,6,153,32,1688.6,106,966,134,14.1,0.4,0.1,-0.1,14.4,2.7,5.3
"Scott Darling","SCOTT.DARLING","8474152","17-18","CAR","G","L",1988-12-22,28,2007,6,153,43,2475.1,146.3,1418,180,-12.8,-4.1,0,0,-16.9,-3.3,-6.3
"Scott Darling","SCOTT.DARLING","8474152","18-19","CAR","G","L",1988-12-22,29,2007,6,153,8,485.6,35.2,290,32,-2.5,0.2,0,-0.1,-2.3,-0.4,-0.8
"Scott Foster","SCOTT.FOSTER","8479138","17-18","CHI","G","L",1982-01-17,35,2000,NA,NA,1,14,1,9,2,0.1,0,0,0,0.1,0,0
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","15-16","N.J","G","L",1992-08-14,23,2010,3,84,4,240.8,23.2,128,24,3.1,0.3,0,0,3.4,0.7,1.3
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","17-18","ARI","G","L",1992-08-14,25,2010,3,84,20,1096.5,74.8,760,84,1.9,-1.1,-0.1,0,0.7,0.1,0.3
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","20-21","N.J","G","L",1992-08-14,28,2010,3,84,16,751.3,63.9,508,83,0.8,-0.6,0,0.1,0.3,0.1,0.1
"Scott Wedgewood","SCOTT.WEDGEWOOD","8475809","21-22","ARI/DAL/N.J","G","L",1992-08-14,29,2010,3,84,37,1794.5,148.5,1374,212,12.2,1.2,0.1,0.1,13.5,2.4,4.5
"Sebastien Caron","SEBASTIEN.CARON","8467959","11-12","T.B","G","L",1980-06-25,31,1999,3,86,3,134.7,10.5,68,8,-0.5,0,0,-0.1,-0.5,-0.1,-0.2
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","08-09","WSH","G","L",1988-04-27,20,2006,1,23,6,328.6,42.8,166,40,2.2,0.7,-0.1,-0.1,2.6,0.5,0.9
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","09-10","WSH","G","L",1988-04-27,21,2006,1,23,26,1527.4,142.7,819,148,9.2,-6.6,0.1,-0.1,2.6,0.5,0.9
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","10-11","WSH","G","L",1988-04-27,22,2006,1,23,27,1559.9,159.8,864,177,13.7,1.8,0,-0.3,15.2,2.7,5.2
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","11-12","COL","G","L",1988-04-27,23,2006,1,23,53,3151.3,305.2,1797,332,13.7,-1.5,0,-0.2,12.1,2.1,3.9
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","12-13","COL","G","L",1988-04-27,24,2006,1,23,35,1949.5,215,1104,271,0.8,4.1,0.1,0.1,5.1,1,1.8
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","13-14","COL","G","L",1988-04-27,25,2006,1,23,63,3639.5,300.2,2248,415,30.3,5,0.2,0.4,35.9,6.8,12.7
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","14-15","COL","G","L",1988-04-27,26,2006,1,23,57,3306.8,269,2072,355,8.9,14.5,-0.2,-0.4,22.8,4.3,8.3
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","15-16","COL","G","L",1988-04-27,27,2006,1,23,57,3159.3,256,1970,328,8,-0.9,-0.4,-0.1,6.6,1.3,2.4
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","16-17","COL","G","L",1988-04-27,28,2006,1,23,24,1347.8,143.4,770,161,-10.4,-3,0.1,-0.2,-13.6,-2.6,-5
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","17-18","COL","G","L",1988-04-27,29,2006,1,23,51,2860.9,271.7,1748,355,14.8,9.3,0,0.1,24.2,4.7,9
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","18-19","COL","G","L",1988-04-27,30,2006,1,23,49,2839.2,274.1,1598,341,7.4,0.9,0,-0.3,8,1.5,2.8
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","19-20","NYI","G","L",1988-04-27,31,2006,1,23,45,2515.3,182.9,1548,223,17.6,2.6,0.1,0.2,20.4,3.6,7
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","20-21","NYI","G","L",1988-04-27,32,2006,1,23,36,1814.5,145.4,1185,179,20.2,3.4,-0.1,-0.1,23.5,4.2,7.8
"Semyon Varlamov","SEMYON.VARLAMOV","8473575","21-22","NYI","G","L",1988-04-27,33,2006,1,23,31,1513.3,131,1110,148,5.7,3.2,0.1,0.1,9.2,1.6,3.1
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","10-11","PHI","G","L",1988-09-20,21,2007,NA,NA,54,3017.4,309.4,1689,342,22.7,2.4,0.1,-0.2,24.9,4.5,8.5
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","11-12","PHI","G","L",1988-09-20,22,2007,NA,NA,29,1550,161.5,839,207,8.4,-1.3,0.1,0,7.2,1.3,2.3
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","12-13","CBJ","G","L",1988-09-20,23,2007,NA,NA,38,2218.9,165.4,1237,183,21.4,-0.9,0.1,0.4,21,3.9,7.2
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","13-14","CBJ","G","L",1988-09-20,24,2007,NA,NA,58,3299.4,300,1744,395,8.9,5.7,0,-0.2,14.4,2.7,5.1
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","14-15","CBJ","G","L",1988-09-20,25,2007,NA,NA,51,2994.2,299.4,1708,400,3.8,0.5,0,0,4.4,0.8,1.6
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","15-16","CBJ","G","L",1988-09-20,26,2007,NA,NA,37,2116.3,199.1,1133,242,-0.2,1.5,-0.1,-0.2,1.1,0.2,0.4
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","16-17","CBJ","G","L",1988-09-20,27,2007,NA,NA,63,3707.1,299.9,2059,364,39.9,9.9,-0.4,0.2,49.7,9.3,18.1
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","17-18","CBJ","G","L",1988-09-20,28,2007,NA,NA,65,3911.5,262.9,2287,333,40.8,-3.6,0.3,0,37.5,7.3,14
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","18-19","CBJ","G","L",1988-09-20,29,2007,NA,NA,62,3556.2,238.2,2061,233,9.6,3.1,0.2,0.6,13.5,2.5,4.7
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","19-20","FLA","G","L",1988-09-20,30,2007,NA,NA,50,2805.8,210.6,1630,292,-3.8,2.6,0.1,0,-1.1,-0.2,-0.4
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","20-21","FLA","G","L",1988-09-20,31,2007,NA,NA,31,1455.9,158.3,916,199,-3.3,0.3,0.1,0.2,-2.7,-0.5,-0.9
"Sergei Bobrovsky","SERGEI.BOBROVSKY","8475683","21-22","FLA","G","L",1988-09-20,32,2007,NA,NA,54,2543.6,255.5,1631,315,19.2,5,-0.2,0.7,24.7,4.3,8.2
"Spencer Knight","SPENCER.KNIGHT","8481519","20-21","FLA","G","L",2001-04-19,19,2019,1,13,4,175.6,7.1,100,12,2,0,0,0,2,0.4,0.7
"Spencer Knight","SPENCER.KNIGHT","8481519","21-22","FLA","G","L",2001-04-19,20,2019,1,13,32,1415.8,157.7,894,220,9.9,-1.6,0.1,0,8.4,1.5,2.8
"Spencer Martin","SPENCER.MARTIN","8477484","16-17","COL","G","L",1995-06-08,21,2013,3,63,3,179.4,14.6,105,23,-5.1,0.1,0,0,-5,-0.9,-1.8
"Spencer Martin","SPENCER.MARTIN","8477484","21-22","VAN","G","L",1995-06-08,26,2013,3,63,6,323.2,35.6,241,58,7.9,3.7,0,0,11.5,2,3.8
"Steve Mason","STEVE.MASON","8473461","08-09","CBJ","G","R",1988-05-29,20,2006,3,69,61,3661.6,403.2,1670,454,14.2,4.3,0.2,-0.7,18.1,3.3,6.3
"Steve Mason","STEVE.MASON","8473461","09-10","CBJ","G","R",1988-05-29,21,2006,3,69,57,3141.9,320,1682,398,-13.6,-4.8,0.3,-0.2,-18.2,-3.3,-6.4
"Steve Mason","STEVE.MASON","8473461","10-11","CBJ","G","R",1988-05-29,22,2006,3,69,54,3026.5,318.4,1609,373,-4.1,0.3,0.1,0,-3.6,-0.6,-1.2
"Steve Mason","STEVE.MASON","8473461","11-12","CBJ","G","R",1988-05-29,23,2006,3,69,46,2533.7,206.1,1437,234,-18.8,-14.4,-0.1,0.1,-33.1,-5.8,-10.7
"Steve Mason","STEVE.MASON","8473461","12-13","CBJ/PHI","G","R",1988-05-29,24,2006,3,69,20,1090.1,108.3,624,103,-4.8,2.7,0.1,0.6,-1.5,-0.3,-0.5
"Steve Mason","STEVE.MASON","8473461","13-14","PHI","G","R",1988-05-29,25,2006,3,69,61,3485.6,372.7,1907,363,10,5,-0.1,0,14.9,2.8,5.3
"Steve Mason","STEVE.MASON","8473461","14-15","PHI","G","R",1988-05-29,26,2006,3,69,51,2885.4,244.8,1669,286,28.1,-2.5,0.2,0.3,26.1,5,9.5
"Steve Mason","STEVE.MASON","8473461","15-16","PHI","G","R",1988-05-29,27,2006,3,69,54,3150.4,249.7,1775,279,23.5,-7.3,0.2,0.5,16.8,3.2,6.2
"Steve Mason","STEVE.MASON","8473461","16-17","PHI","G","R",1988-05-29,28,2006,3,69,58,3224.5,277,1758,322,11.8,-3.5,0.2,-0.1,8.4,1.6,3.1
"Steve Mason","STEVE.MASON","8473461","17-18","WPG","G","R",1988-05-29,29,2006,3,69,13,684.9,70.7,402,114,0,0.9,0,-0.1,0.8,0.2,0.3
"Steve Valiquette","STEVE.VALIQUETTE","8465161","07-08","NYR","G","L",1977-08-20,30,1996,8,190,13,685.1,71.6,289,58,3.9,-0.8,-0.1,-0.2,2.8,0.5,1
"Steve Valiquette","STEVE.VALIQUETTE","8465161","08-09","NYR","G","L",1977-08-20,31,1996,8,190,15,823.1,95.5,456,109,3.5,2.7,-0.1,0,6.1,1.1,2.1
"Steve Valiquette","STEVE.VALIQUETTE","8465161","09-10","NYR","G","L",1977-08-20,32,1996,8,190,6,304.8,40.1,141,39,-5.6,-0.3,0,-0.1,-6,-1.1,-2.1
"Stuart Skinner","STUART.SKINNER","8479973","20-21","EDM","G","L",1998-11-01,21,2017,3,78,1,45,8.6,43,8,0.2,-0.2,0,0,0,0,0
"Stuart Skinner","STUART.SKINNER","8479973","21-22","EDM","G","L",1998-11-01,22,2017,3,78,13,610.5,63.9,396,70,2.1,1,0,-0.1,3.1,0.5,1
"Thatcher Demko","THATCHER.DEMKO","8477967","17-18","VAN","G","L",1995-12-08,21,2014,2,36,1,61.4,2.9,38,2,0.5,0,0,0,0.5,0.1,0.2
"Thatcher Demko","THATCHER.DEMKO","8477967","18-19","VAN","G","L",1995-12-08,22,2014,2,36,9,534.1,44.7,331,51,-0.8,1,0,-0.1,0.2,0,0.1
"Thatcher Demko","THATCHER.DEMKO","8477967","19-20","VAN","G","L",1995-12-08,23,2014,2,36,27,1529,122,891,165,-3.2,4.7,0.1,0.2,1.8,0.3,0.6
"Thatcher Demko","THATCHER.DEMKO","8477967","20-21","VAN","G","L",1995-12-08,24,2014,2,36,35,1704,198.1,1243,247,21.4,1.7,0.1,0.5,23.7,4.3,7.9
"Thatcher Demko","THATCHER.DEMKO","8477967","21-22","VAN","G","L",1995-12-08,25,2014,2,36,64,3084.5,269.7,2167,362,34.7,-3.9,0,-0.1,30.7,5.4,10.2
"Thomas Greiss","THOMAS.GREISS","8471306","07-08","S.J","G","L",1986-01-29,21,2004,3,94,3,128.8,12.9,50,16,-1,0.2,0,0.1,-0.6,-0.1,-0.2
"Thomas Greiss","THOMAS.GREISS","8471306","09-10","S.J","G","L",1986-01-29,23,2004,3,94,15,724.2,76.1,391,94,3.8,2.3,-0.1,0.3,6.3,1.1,2.2
"Thomas Greiss","THOMAS.GREISS","8471306","11-12","S.J","G","L",1986-01-29,25,2004,3,94,19,1042.7,75.1,485,104,2,-3.5,-0.1,0.2,-1.5,-0.3,-0.5
"Thomas Greiss","THOMAS.GREISS","8471306","12-13","S.J","G","L",1986-01-29,26,2004,3,94,6,308.2,29.8,173,28,0.6,0,0,-0.1,0.5,0.1,0.2
"Thomas Greiss","THOMAS.GREISS","8471306","13-14","ARI","G","L",1986-01-29,27,2004,3,94,25,1312.3,88.3,719,105,10.9,-0.4,0.1,-0.3,10.2,1.9,3.6
"Thomas Greiss","THOMAS.GREISS","8471306","14-15","PIT","G","L",1986-01-29,28,2004,3,94,20,1159.6,106.4,543,142,0.2,2.6,0.1,-0.1,2.8,0.5,1
"Thomas Greiss","THOMAS.GREISS","8471306","15-16","NYI","G","L",1986-01-29,29,2004,3,94,41,2287.3,187.4,1324,222,19.4,1,-0.3,-0.2,19.9,3.8,7.4
"Thomas Greiss","THOMAS.GREISS","8471306","16-17","NYI","G","L",1986-01-29,30,2004,3,94,51,2813.3,196.2,1751,242,15.7,1.3,0.2,0.3,17.4,3.3,6.3
"Thomas Greiss","THOMAS.GREISS","8471306","17-18","NYI","G","L",1986-01-29,31,2004,3,94,27,1491.7,98.9,987,154,-3.3,-5.9,0.1,-0.2,-9.3,-1.8,-3.5
"Thomas Greiss","THOMAS.GREISS","8471306","18-19","NYI","G","L",1986-01-29,32,2004,3,94,43,2293.7,155.8,1324,216,25.8,0.4,-0.2,0.1,26.2,4.9,9.2
"Thomas Greiss","THOMAS.GREISS","8471306","19-20","NYI","G","L",1986-01-29,33,2004,3,94,31,1595.2,100.3,991,114,5.7,-0.5,-0.1,-0.2,5,0.9,1.7
"Thomas Greiss","THOMAS.GREISS","8471306","20-21","DET","G","L",1986-01-29,34,2004,3,94,34,1479.2,130.2,1019,170,9,-1.9,-0.1,0.2,7.2,1.3,2.4
"Thomas Greiss","THOMAS.GREISS","8471306","21-22","DET","G","L",1986-01-29,35,2004,3,94,31,1262.6,113,979,137,-3,-7,-0.1,0.2,-10,-1.7,-3.3
"Thomas Hodges","THOMAS.HODGES","8480591","21-22","ANA","G","L",1994-07-25,27,2012,NA,NA,1,16.5,0.7,2,2,0,0,0,0,0,0,0
"Tim Thomas","TIM.THOMAS","8460703","07-08","BOS","G","L",1974-04-15,33,1994,9,217,57,3342,351,1706,425,23.8,0.6,0.2,0.2,24.8,4.5,8.6
"Tim Thomas","TIM.THOMAS","8460703","08-09","BOS","G","L",1974-04-15,34,1994,9,217,53,3198.9,321.9,1705,402,37.9,9,0,0,46.8,8.5,16.3
"Tim Thomas","TIM.THOMAS","8460703","09-10","BOS","G","L",1974-04-15,35,1994,9,217,43,2441.9,214.9,1292,245,-5.5,6.2,-0.2,0,0.6,0.1,0.2
"Tim Thomas","TIM.THOMAS","8460703","10-11","BOS","G","L",1974-04-15,36,1994,9,217,57,3364,285.7,1984,349,42.3,2.9,0,0.3,45.5,8.1,15.6
"Tim Thomas","TIM.THOMAS","8460703","11-12","BOS","G","L",1974-04-15,37,1994,9,217,59,3351.5,283.3,1756,335,3.4,-1.9,0.2,1.7,3.4,0.6,1.1
"Tim Thomas","TIM.THOMAS","8460703","13-14","DAL/FLA","G","L",1974-04-15,39,1994,9,217,48,2651.7,213.9,1463,286,-7.3,1.2,0,0.7,-5.5,-1,-1.9
"Timo Pielmeier","TIMO.PIELMEIER","8474194","10-11","ANA","G","L",1989-07-07,21,2007,3,83,1,40,1.6,12,3,0.1,0,0,0,0.1,0,0
"Tobias Stephan","TOBIAS.STEPHAN","8470266","07-08","DAL","G","L",1984-01-21,23,2002,2,34,1,60.6,11.3,34,13,0.4,0.1,0,0,0.4,0.1,0.2
"Tobias Stephan","TOBIAS.STEPHAN","8470266","08-09","DAL","G","L",1984-01-21,24,2002,2,34,10,437.9,47.8,208,49,-4.4,-3.9,0,-0.1,-8.4,-1.5,-2.9
"Tom McCollum","TOM.MCCOLLUM","8474591","10-11","DET","G","L",1989-12-07,20,2008,1,30,1,14.6,1.7,7,1,0,0,0,0,0,0,0
"Tom McCollum","TOM.MCCOLLUM","8474591","14-15","DET","G","L",1989-12-07,24,2008,1,30,2,65.9,2.2,36,2,0.4,0,0,0,0.4,0.1,0.1
"Tomas Vokoun","TOMAS.VOKOUN","8460712","07-08","FLA","G","R",1976-07-02,31,1994,9,226,69,4030.6,470.1,2229,559,18.5,6.7,0.1,0,25.3,4.6,8.8
"Tomas Vokoun","TOMAS.VOKOUN","8460712","08-09","FLA","G","R",1976-07-02,32,1994,9,226,59,3324,318.9,2022,445,24.5,5.5,0.2,-0.4,29.8,5.4,10.4
"Tomas Vokoun","TOMAS.VOKOUN","8460712","09-10","FLA","G","R",1976-07-02,33,1994,9,226,63,3695,321.3,2227,484,37,-1.8,0.3,0.9,36.3,6.6,12.6
"Tomas Vokoun","TOMAS.VOKOUN","8460712","10-11","FLA","G","R",1976-07-02,34,1994,9,226,57,3223.9,298.5,1852,379,-2.8,12.6,0.1,0.6,10.5,1.9,3.6
"Tomas Vokoun","TOMAS.VOKOUN","8460712","11-12","WSH","G","R",1976-07-02,35,1994,9,226,48,2583.1,223.9,1427,254,10.3,0,-0.2,-0.3,9.9,1.7,3.2
"Tomas Vokoun","TOMAS.VOKOUN","8460712","12-13","PIT","G","R",1976-07-02,36,1994,9,226,20,1028.5,93.2,575,106,9.1,-2,0.1,-0.3,6.9,1.3,2.4
"Tristan Jarry","TRISTAN.JARRY","8477465","16-17","PIT","G","L",1995-04-29,21,2013,2,44,1,58.8,0.2,37,1,0.3,0,0,0,0.3,0,0.1
"Tristan Jarry","TRISTAN.JARRY","8477465","17-18","PIT","G","L",1995-04-29,22,2013,2,44,26,1363.9,122.8,754,139,-1.5,2.1,-0.2,0.5,0.8,0.2,0.3
